Asset Event Count (by Type),,,
Shows number of events per event type and asset,,,
Report Parameters,,,
StartTimeFilter: 31/12/2017 06:17:00 GMT,,,
EndTimeFilter: 07/01/2018 06:17:00 GMT,,,
Language: English,,,
Asset,,Event Type,Occurrences
V00995 I-87939,,Harsh Deceleration,3
V00995 I-87939,,Harsh Acceleration,10
V00995 I-87939,,Power Up,4
V00995 I-87939,,Overspeed End,2
V00995 I-87939,,Overspeed Start,2
V00995 I-87939,,Harsh Cornering,18
V00995 I-87939,,Geofence Exit,2
V00995 I-87939,,Geofence Entry,2
V00995 I-87939,Count: 15,,Sum: 1779
V00996 L-40989,,,
V00996 L-40989,,Tag Out,154
V00996 L-40989,,Journey Summary,159
V00996 L-40989,,Ignition Off,159
V00996 L-40989,,Journey Periodic,3229
V00996 L-40989,,Ignition On,157
V00996 L-40989,,Tag In,153
V00996 L-40989,,Harsh Cornering,62
V00996 L-40989,,Harsh Acceleration,47
V00996 L-40989,,Heartbeat,16
V00996 L-40989,,Overspeed End,6
V00996 L-40989,,Overspeed Start,6
V00996 L-40989,,Idle End,2
V00996 L-40989,,Idle Start,2
V00996 L-40989,,Power Up,2
V00996 L-40989,,Harsh Deceleration,3
V00996 L-40989,Count: 15,,Sum: 4157
V00997 N-98285,,,
V00997 N-98285,,Tag Out,33
V00997 N-98285,,Journey Summary,34
V00997 N-98285,,Ignition Off,34
V00997 N-98285,,Journey Periodic,468
V00997 N-98285,,Harsh Cornering,7
V00997 N-98285,,Ignition On,34
V00997 N-98285,,Tag In,34
V00997 N-98285,,Idle Start,4
V00997 N-98285,,Idle End,2
V00997 N-98285,,Harsh Acceleration,4
V00997 N-98285,,Heartbeat,14
V00997 N-98285,,Power Up,7
V00997 N-98285,Count: 12,,Sum: 675
V00998 C-40245,,,
V00998 C-40245,,Journey Periodic,795
V00998 C-40245,,Harsh Acceleration,15
V00998 C-40245,,Ignition On,56
V00998 C-40245,,Tag In,55
V00998 C-40245,,Tag Out,54
V00998 C-40245,,Journey Summary,55
V00998 C-40245,,Ignition Off,55
V00998 C-40245,,Heartbeat,14
V00998 C-40245,,Idle Start,2
V00998 C-40245,,Power Up,8
V00998 C-40245,,Geofence Exit,9
V00998 C-40245,,Harsh Cornering,13
V00998 C-40245,,Geofence Entry,8
V00998 C-40245,,Harsh Deceleration,1
V00998 C-40245,Count: 14,,Sum: 1140
V00999 B-72114,,,
V00999 B-72114,,Tag Out,41
V00999 B-72114,,Journey Summary,42
V00999 B-72114,,Ignition Off,41
V00999 B-72114,,Journey Periodic,1203
V00999 B-72114,,Harsh Acceleration,18
V00999 B-72114,,Ignition On,41
V00999 B-72114,,Tag In,41
V00999 B-72114,,Harsh Cornering,14
V00999 B-72114,,Geofence Exit,8
V00999 B-72114,,Geofence Entry,8
V00999 B-72114,,Heartbeat,13
V00999 B-72114,,Overspeed End,4
V00999 B-72114,,Overspeed Start,4
V00999 B-72114,,Power Up,2
V00999 B-72114,Count: 14,,Sum: 1480
V01000 F-67649,,,
V01000 F-67649,,Journey Periodic,466
V01000 F-67649,,Idle End,1
V01000 F-67649,,Idle Start,2
V01000 F-67649,,Ignition On,30
V01000 F-67649,,Tag In,31
V01000 F-67649,,Tag Out,30
V01000 F-67649,,Journey Summary,29
V01000 F-67649,,Ignition Off,29
V01000 F-67649,,Heartbeat,13
V01000 F-67649,,Harsh Acceleration,8
V01000 F-67649,,Harsh Cornering,3
V01000 F-67649,,Power Up,3
V01000 F-67649,,External Power Restore,2
V01000 F-67649,,External Power Loss,2
V01000 F-67649,Count: 14,,Sum: 649
V01001 F-81324,,,
V01001 F-81324,,Tag Out,61
V01001 F-81324,,Journey Summary,61
V01001 F-81324,,Ignition Off,61
V01001 F-81324,,Journey Periodic,1764
V01001 F-81324,,Ignition On,62
V01001 F-81324,,Tag In,61
V01001 F-81324,,Harsh Acceleration,17
V01001 F-81324,,Heartbeat,14
V01001 F-81324,,Harsh Cornering,4
V01001 F-81324,Count: 9,,Sum: 2105
V01002 G-59923,,,
V01002 G-59923,,Journey Summary,99
V01002 G-59923,,Ignition Off,99
V01002 G-59923,,Journey Periodic,1660
V01002 G-59923,,Harsh Cornering,36
V01002 G-59923,,Ignition On,99
V01002 G-59923,,Tag Out,91
V01002 G-59923,,Tag In,91
V01002 G-59923,,Harsh Acceleration,24
V01002 G-59923,,Heartbeat,15
V01002 G-59923,,Power Up,1
V01002 G-59923,,Command Response,1
V01002 G-59923,,Service Mode On,1
V01002 G-59923,,Geofence Exit,9
V01002 G-59923,,Geofence Entry,9
V01002 G-59923,,External Power Restore,1
V01002 G-59923,,External Power Loss,1
V01002 G-59923,Count: 16,,Sum: 2237
V01004 N-98283,,,
V01004 N-98283,,Journey Periodic,1131
V01004 N-98283,,Ignition On,45
V01004 N-98283,,Tag In,44
V01004 N-98283,,Tag Out,43
V01004 N-98283,,Journey Summary,44
V01004 N-98283,,Ignition Off,44
V01004 N-98283,,Harsh Cornering,14
V01004 N-98283,,Idle End,9
V01004 N-98283,,Idle Start,10
V01004 N-98283,,Power Up,7
V01004 N-98283,,Heartbeat,16
V01004 N-98283,,Harsh Acceleration,2
V01004 N-98283,Count: 12,,Sum: 1409
V01005 N-98284,,,
V01005 N-98284,,Journey Periodic,2950
V01005 N-98284,,Harsh Cornering,15
V01005 N-98284,,Harsh Acceleration,7
V01005 N-98284,,Ignition On,118
V01005 N-98284,,Tag In,117
V01005 N-98284,,Tag Out,117
V01005 N-98284,,Journey Summary,117
V01005 N-98284,,Ignition Off,117
V01005 N-98284,,Heartbeat,14
V01005 N-98284,,Idle End,26
V01005 N-98284,,Idle Start,33
V01005 N-98284,,Power Up,1
V01005 N-98284,Count: 12,,Sum: 3632
V01007 H-34591,,,
V01007 H-34591,,Heartbeat,14
V01007 H-34591,,Journey Summary,45
V01007 H-34591,,Ignition Off,45
V01007 H-34591,,Journey Periodic,547
V01007 H-34591,,Harsh Cornering,4
V01007 H-34591,,Ignition On,45
V01007 H-34591,,Tag In,44
V01007 H-34591,,Tag Out,43
V01007 H-34591,,Harsh Acceleration,4
V01007 H-34591,,Power Up,7
V01007 H-34591,,Harsh Deceleration,1
V01007 H-34591,Count: 11,,Sum: 799
V01008 H-34592,,,
V01008 H-34592,,Tag Out,62
V01008 H-34592,,Journey Summary,61
V01008 H-34592,,Ignition Off,61
V01008 H-34592,,Journey Periodic,1662
V01008 H-34592,,Harsh Acceleration,12
V01008 H-34592,,Harsh Cornering,21
V01008 H-34592,,Ignition On,61
V01008 H-34592,,Tag In,61
V01008 H-34592,,Power Up,4
V01008 H-34592,,Heartbeat,13
V01008 H-34592,,Geofence Exit,6
V01008 H-34592,,Geofence Entry,6
V01008 H-34592,,Overspeed End,14
V01008 H-34592,,Overspeed Start,14
V01008 H-34592,,Idle End,5
V01008 H-34592,,Idle Start,7
V01008 H-34592,Count: 16,,Sum: 2070
V01009 B-18456,,,
V01009 B-18456,,Heartbeat,13
V01009 B-18456,,Tag Out,22
V01009 B-18456,,Journey Summary,21
V01009 B-18456,,Ignition Off,22
V01009 B-18456,,Journey Periodic,425
V01009 B-18456,,Idle Start,1
V01009 B-18456,,Power Up,2
V01009 B-18456,,Ignition On,21
V01009 B-18456,,Tag In,22
V01009 B-18456,,Harsh Acceleration,2
V01009 B-18456,,Harsh Cornering,1
V01009 B-18456,Count: 11,,Sum: 552
V01010 H-84458,,,
V01010 H-84458,,Tag Out,131
V01010 H-84458,,Journey Summary,32
V01010 H-84458,,Ignition Off,32
V01010 H-84458,,Journey Periodic,897
V01010 H-84458,,Harsh Acceleration,10
V01010 H-84458,,Ignition On,31
V01010 H-84458,,Tag In,130
V01010 H-84458,,Heartbeat,14
V01010 H-84458,,Idle Start,1
V01010 H-84458,,Harsh Cornering,1
V01010 H-84458,,Power Up,1
V01010 H-84458,,Harsh Deceleration,1
V01010 H-84458,Count: 12,,Sum: 1281
V01011 C-11089,,,
V01011 C-11089,,Journey Periodic,2356
V01011 C-11089,,Ignition On,69
V01011 C-11089,,Tag In,67
V01011 C-11089,,Tag Out,68
V01011 C-11089,,Journey Summary,68
V01011 C-11089,,Ignition Off,67
V01011 C-11089,,Harsh Cornering,27
V01011 C-11089,,Harsh Acceleration,13
V01011 C-11089,,Heartbeat,14
V01011 C-11089,,Power Up,2
V01011 C-11089,,Idle End,4
V01011 C-11089,,Idle Start,5
V01011 C-11089,Count: 12,,Sum: 2760
V01013 F-37203,,,
V01013 F-37203,,Tag Out,49
V01013 F-37203,,Journey Summary,52
V01013 F-37203,,Ignition Off,52
V01013 F-37203,,Journey Periodic,807
V01013 F-37203,,Harsh Acceleration,33
V01013 F-37203,,Geofence Exit,4
V01013 F-37203,,Geofence Entry,4
V01013 F-37203,,Harsh Cornering,26
V01013 F-37203,,Ignition On,52
V01013 F-37203,,Tag In,49
V01013 F-37203,,Heartbeat,14
V01013 F-37203,,Idle Start,1
V01013 F-37203,,Harsh Deceleration,1
V01013 F-37203,Count: 13,,Sum: 1144
V01014 I-69311,,,
V01014 I-69311,,Tag Out,122
V01014 I-69311,,Journey Summary,121
V01014 I-69311,,Ignition Off,123
V01014 I-69311,,Ignition On,123
V01014 I-69311,,Tag In,120
V01014 I-69311,,Heartbeat,14
V01014 I-69311,,Journey Periodic,2010
V01014 I-69311,,Harsh RPM,60
V01014 I-69311,,Harsh Cornering,81
V01014 I-69311,,Geofence Exit,38
V01014 I-69311,,Geofence Entry,38
V01014 I-69311,,Harsh Acceleration,44
V01014 I-69311,,Idle End,5
V01014 I-69311,,Idle Start,6
V01014 I-69311,Count: 14,,Sum: 2905
V01015 F-50587,,,
V01015 F-50587,,Journey Periodic,993
V01015 F-50587,,Ignition On,47
V01015 F-50587,,Tag In,47
V01015 F-50587,,Tag Out,47
V01015 F-50587,,Journey Summary,47
V01015 F-50587,,Ignition Off,47
V01015 F-50587,,Harsh Acceleration,8
V01015 F-50587,,Heartbeat,14
V01015 F-50587,,Harsh RPM,12
V01015 F-50587,,Harsh Cornering,9
V01015 F-50587,,Idle End,1
V01015 F-50587,,Idle Start,1
V01015 F-50587,Count: 12,,Sum: 1273
V01016 F-60567,,,
V01016 F-60567,,Tag Out,29
V01016 F-60567,,Journey Summary,30
V01016 F-60567,,Ignition Off,30
V01016 F-60567,,Journey Periodic,315
V01016 F-60567,,Ignition On,30
V01016 F-60567,,Tag In,29
V01016 F-60567,,Heartbeat,13
V01016 F-60567,,Harsh RPM,5
V01016 F-60567,,Harsh Cornering,4
V01016 F-60567,,Harsh Acceleration,6
V01016 F-60567,Count: 10,,Sum: 491
V01017 D-98712,,,
V01017 D-98712,,Journey Periodic,804
V01017 D-98712,,Harsh Acceleration,15
V01017 D-98712,,Geofence Exit,27
V01017 D-98712,,Geofence Entry,26
V01017 D-98712,,Ignition On,54
V01017 D-98712,,Tag In,54
V01017 D-98712,,Tag Out,53
V01017 D-98712,,Journey Summary,53
V01017 D-98712,,Ignition Off,53
V01017 D-98712,,Harsh Cornering,16
V01017 D-98712,,Heartbeat,18
V01017 D-98712,,Harsh Deceleration,1
V01017 D-98712,Count: 12,,Sum: 1174
V01018 F-62796,,,
V01018 F-62796,,Tag Out,20
V01018 F-62796,,Journey Summary,20
V01018 F-62796,,Ignition Off,20
V01018 F-62796,,Journey Periodic,423
V01018 F-62796,,Harsh Cornering,24
V01018 F-62796,,Geofence Exit,9
V01018 F-62796,,Geofence Entry,9
V01018 F-62796,,Harsh Acceleration,7
V01018 F-62796,,Ignition On,20
V01018 F-62796,,Tag In,20
V01018 F-62796,,Heartbeat,13
V01018 F-62796,,Idle Start,2
V01018 F-62796,,Idle End,1
V01018 F-62796,Count: 13,,Sum: 588
V01019 H-60880,,,
V01019 H-60880,,Tag Out,48
V01019 H-60880,,Journey Summary,49
V01019 H-60880,,Ignition Off,49
V01019 H-60880,,Journey Periodic,891
V01019 H-60880,,Harsh Acceleration,22
V01019 H-60880,,Ignition On,49
V01019 H-60880,,Tag In,47
V01019 H-60880,,Heartbeat,13
V01019 H-60880,,Geofence Exit,8
V01019 H-60880,,Geofence Entry,8
V01019 H-60880,,Harsh Cornering,7
V01019 H-60880,,Harsh RPM,1
V01019 H-60880,,Power Up,3
V01019 H-60880,Count: 13,,Sum: 1195
V01020 H-94989,,,
V01020 H-94989,,Command Response,1
V01020 H-94989,,Tag Out,17
V01020 H-94989,,Journey Summary,16
V01020 H-94989,,Ignition Off,16
V01020 H-94989,,Service Mode On,1
V01020 H-94989,,Journey Periodic,384
V01020 H-94989,,Harsh Cornering,36
V01020 H-94989,,Overspeed End,5
V01020 H-94989,,Overspeed Start,5
V01020 H-94989,,Harsh RPM,22
V01020 H-94989,,Harsh Acceleration,8
V01020 H-94989,,Geofence Exit,15
V01020 H-94989,,Geofence Entry,15
V01020 H-94989,,Ignition On,18
V01020 H-94989,,Tag In,17
V01020 H-94989,,Power Up,2
V01020 H-94989,,Heartbeat,14
V01020 H-94989,,Idle End,1
V01020 H-94989,,Idle Start,1
V01020 H-94989,Count: 19,,Sum: 594
V01021 J-47346,,,
V01021 J-47346,,Heartbeat,13
V01021 J-47346,,Power Up,11
V01021 J-47346,,Tag Out,2
V01021 J-47346,,Journey Summary,2
V01021 J-47346,,Ignition Off,2
V01021 J-47346,,Journey Periodic,32
V01021 J-47346,,Ignition On,2
V01021 J-47346,,Tag In,2
V01021 J-47346,Count: 8,,Sum: 66
V01022 D-61855,,,
V01022 D-61855,,Tag Out,52
V01022 D-61855,,Journey Summary,51
V01022 D-61855,,Ignition Off,52
V01022 D-61855,,Journey Periodic,1724
V01022 D-61855,,Ignition On,51
V01022 D-61855,,Tag In,51
V01022 D-61855,,Harsh RPM,225
V01022 D-61855,,Geofence Exit,30
V01022 D-61855,,Geofence Entry,30
V01022 D-61855,,Harsh Cornering,15
V01022 D-61855,,Heartbeat,14
V01022 D-61855,,Harsh Acceleration,25
V01022 D-61855,,Power Up,5
V01022 D-61855,,Idle Start,2
V01022 D-61855,,Idle End,1
V01022 D-61855,Count: 15,,Sum: 2328
V01023 D-80324,,,
V01023 D-80324,,Tag Out,75
V01023 D-80324,,Journey Summary,75
V01023 D-80324,,Ignition Off,75
V01023 D-80324,,Journey Periodic,1198
V01023 D-80324,,Ignition On,75
V01023 D-80324,,Tag In,75
V01023 D-80324,,Heartbeat,13
V01023 D-80324,,Harsh Acceleration,8
V01023 D-80324,,Power Up,1
V01023 D-80324,,Harsh RPM,15
V01023 D-80324,,Harsh Deceleration,2
V01023 D-80324,,Harsh Cornering,3
V01023 D-80324,Count: 12,,Sum: 1615
V01024 D-80325,,,
V01024 D-80325,,Tag Out,40
V01024 D-80325,,Journey Summary,40
V01024 D-80325,,Ignition Off,40
V01024 D-80325,,Journey Periodic,1018
V01024 D-80325,,Ignition On,40
V01024 D-80325,,Tag In,40
V01024 D-80325,,Heartbeat,15
V01024 D-80325,,Power Up,4
V01024 D-80325,,Harsh RPM,9
V01024 D-80325,,Geofence Exit,1
V01024 D-80325,,Geofence Entry,1
V01024 D-80325,,Idle End,3
V01024 D-80325,,Idle Start,3
V01024 D-80325,,Harsh Cornering,17
V01024 D-80325,,Harsh Acceleration,5
V01024 D-80325,Count: 15,,Sum: 1276
V01025 E-16318,,,
V01025 E-16318,,Heartbeat,14
V01025 E-16318,,Tag Out,59
V01025 E-16318,,Journey Summary,60
V01025 E-16318,,Ignition Off,60
V01025 E-16318,,Journey Periodic,1159
V01025 E-16318,,Ignition On,59
V01025 E-16318,,Tag In,58
V01025 E-16318,,Harsh Cornering,5
V01025 E-16318,,Harsh Acceleration,17
V01025 E-16318,,Harsh Deceleration,1
V01025 E-16318,,Overspeed End,11
V01025 E-16318,,Overspeed Start,11
V01025 E-16318,,Geofence Exit,5
V01025 E-16318,,Geofence Entry,5
V01025 E-16318,,Idle End,1
V01025 E-16318,,Idle Start,1
V01025 E-16318,,Harsh RPM,1
V01025 E-16318,Count: 17,,Sum: 1527
V01026 E-33875,,,
V01026 E-33875,,Tag Out,50
V01026 E-33875,,Journey Summary,50
V01026 E-33875,,Ignition Off,50
V01026 E-33875,,Journey Periodic,806
V01026 E-33875,,Harsh Acceleration,21
V01026 E-33875,,Harsh Cornering,20
V01026 E-33875,,Ignition On,51
V01026 E-33875,,Tag In,50
V01026 E-33875,,Heartbeat,14
V01026 E-33875,,Geofence Exit,7
V01026 E-33875,,Geofence Entry,7
V01026 E-33875,,Power Up,2
V01026 E-33875,Count: 12,,Sum: 1128
V01027 E-45035,,,
V01027 E-45035,,Tag Out,79
V01027 E-45035,,Journey Summary,79
V01027 E-45035,,Ignition Off,79
V01027 E-45035,,Ignition On,78
V01027 E-45035,,Tag In,79
V01027 E-45035,,Journey Periodic,1263
V01027 E-45035,,Harsh RPM,33
V01027 E-45035,,Harsh Acceleration,33
V01027 E-45035,,Harsh Cornering,43
V01027 E-45035,,Idle Start,11
V01027 E-45035,,Heartbeat,14
V01027 E-45035,,Power Up,2
V01027 E-45035,,Idle End,7
V01027 E-45035,,Geofence Exit,6
V01027 E-45035,,Geofence Entry,6
V01027 E-45035,Count: 15,,Sum: 1812
V01028 I-87056,,,
V01028 I-87056,,Tag Out,149
V01028 I-87056,,Journey Summary,149
V01028 I-87056,,Ignition Off,150
V01028 I-87056,,Journey Periodic,3217
V01028 I-87056,,Ignition On,149
V01028 I-87056,,Tag In,148
V01028 I-87056,,Harsh Acceleration,22
V01028 I-87056,,Harsh Cornering,81
V01028 I-87056,,Heartbeat,14
V01028 I-87056,,Power Up,4
V01028 I-87056,,Harsh Deceleration,2
V01028 I-87056,,Idle End,1
V01028 I-87056,,Idle Start,1
V01028 I-87056,Count: 13,,Sum: 4087
V01029 F-14493,,,
V01029 F-14493,,Tag Out,56
V01029 F-14493,,Journey Summary,56
V01029 F-14493,,Ignition Off,56
V01029 F-14493,,Ignition On,57
V01029 F-14493,,Tag In,56
V01029 F-14493,,Journey Periodic,668
V01029 F-14493,,Harsh Acceleration,5
V01029 F-14493,,Harsh Cornering,17
V01029 F-14493,,Heartbeat,15
V01029 F-14493,,Power Up,5
V01029 F-14493,,Geofence Exit,3
V01029 F-14493,,Geofence Entry,3
V01029 F-14493,,Idle End,1
V01029 F-14493,,Idle Start,1
V01029 F-14493,Count: 14,,Sum: 999
V01030 D-61853,,,
V01030 D-61853,,Tag Out,23
V01030 D-61853,,Journey Summary,22
V01030 D-61853,,Ignition Off,22
V01030 D-61853,,Ignition On,22
V01030 D-61853,,Tag In,23
V01030 D-61853,,Heartbeat,14
V01030 D-61853,,Journey Periodic,86
V01030 D-61853,,Power Up,8
V01030 D-61853,,Idle End,1
V01030 D-61853,,Harsh RPM,6
V01030 D-61853,,Idle Start,1
V01030 D-61853,Count: 11,,Sum: 228
V01031 I-79620,,,
V01031 I-79620,,Tag Out,7
V01031 I-79620,,Journey Summary,8
V01031 I-79620,,Ignition Off,8
V01031 I-79620,,Journey Periodic,252
V01031 I-79620,,Idle Start,2
V01031 I-79620,,Harsh Cornering,1
V01031 I-79620,,Harsh Acceleration,5
V01031 I-79620,,Harsh RPM,12
V01031 I-79620,,Ignition On,8
V01031 I-79620,,Tag In,7
V01031 I-79620,,Heartbeat,21
V01031 I-79620,,Power Up,12
V01031 I-79620,Count: 12,,Sum: 343
V01033 B-94112,,,
V01033 B-94112,,Journey Periodic,1150
V01033 B-94112,,Ignition On,72
V01033 B-94112,,Journey Summary,71
V01033 B-94112,,Ignition Off,71
V01033 B-94112,,Harsh Acceleration,1
V01033 B-94112,,Heartbeat,14
V01033 B-94112,,Harsh Cornering,1
V01033 B-94112,,Tag Out,33
V01033 B-94112,,Tag In,33
V01033 B-94112,,Power Up,5
V01033 B-94112,Count: 10,,Sum: 1451
V01034 I-79623,,,
V01034 I-79623,,Power Up,12
V01034 I-79623,,Heartbeat,18
V01034 I-79623,,Tag Out,9
V01034 I-79623,,Tag In,9
V01034 I-79623,,Journey Summary,8
V01034 I-79623,,Ignition Off,8
V01034 I-79623,,Ignition On,8
V01034 I-79623,,Journey Periodic,131
V01034 I-79623,,Harsh Acceleration,2
V01034 I-79623,,Geofence Exit,2
V01034 I-79623,,Geofence Entry,2
V01034 I-79623,,Harsh Cornering,1
V01034 I-79623,Count: 12,,Sum: 210
V01035 I-57550,,,
V01035 I-57550,,Journey Periodic,202
V01035 I-57550,,Ignition On,16
V01035 I-57550,,Journey Summary,15
V01035 I-57550,,Ignition Off,15
V01035 I-57550,,Harsh Acceleration,15
V01035 I-57550,,Harsh RPM,8
V01035 I-57550,,Harsh Cornering,4
V01035 I-57550,,Heartbeat,15
V01035 I-57550,,Tag Out,8
V01035 I-57550,,Tag In,8
V01035 I-57550,,Idle Start,1
V01035 I-57550,,Power Up,7
V01035 I-57550,Count: 12,,Sum: 314
V01036 E-72549,,,
V01036 E-72549,,Power Up,14
V01036 E-72549,,Heartbeat,14
V01036 E-72549,Count: 2,,Sum: 28
V01037 E-71529,,,
V01037 E-71529,,Journey Periodic,640
V01037 E-71529,,Ignition On,40
V01037 E-71529,,Tag In,40
V01037 E-71529,,Tag Out,39
V01037 E-71529,,Journey Summary,39
V01037 E-71529,,Ignition Off,39
V01037 E-71529,,Overspeed End,3
V01037 E-71529,,Overspeed Start,3
V01037 E-71529,,Harsh Acceleration,12
V01037 E-71529,,Harsh RPM,15
V01037 E-71529,,Harsh Cornering,6
V01037 E-71529,,Idle End,2
V01037 E-71529,,Idle Start,2
V01037 E-71529,,Heartbeat,13
V01037 E-71529,,Geofence Exit,5
V01037 E-71529,,Geofence Entry,5
V01037 E-71529,,External Power Restore,1
V01037 E-71529,,External Power Loss,1
V01037 E-71529,,Power Up,4
V01037 E-71529,Count: 19,,Sum: 909
V01038 I-58217,,,
V01038 I-58217,,Power Up,9
V01038 I-58217,,Heartbeat,13
V01038 I-58217,,Tag Out,3
V01038 I-58217,,Journey Summary,1
V01038 I-58217,,Ignition Off,1
V01038 I-58217,,Ignition On,1
V01038 I-58217,,Tag In,3
V01038 I-58217,Count: 7,,Sum: 31
V01039 E-71951,,,
V01039 E-71951,,Tag Out,76
V01039 E-71951,,Journey Summary,75
V01039 E-71951,,Ignition Off,76
V01039 E-71951,,Journey Periodic,1215
V01039 E-71951,,Harsh Acceleration,14
V01039 E-71951,,Harsh Cornering,22
V01039 E-71951,,Ignition On,76
V01039 E-71951,,Tag In,77
V01039 E-71951,,Heartbeat,14
V01039 E-71951,,Geofence Exit,5
V01039 E-71951,,Geofence Entry,5
V01039 E-71951,,Harsh Deceleration,1
V01039 E-71951,,Power Up,1
V01039 E-71951,Count: 13,,Sum: 1657
V01043 N-88052,,,
V01043 N-88052,,Tag Out,42
V01043 N-88052,,Journey Summary,41
V01043 N-88052,,Ignition Off,41
V01043 N-88052,,Journey Periodic,1312
V01043 N-88052,,Ignition On,42
V01043 N-88052,,Tag In,42
V01043 N-88052,,Heartbeat,13
V01043 N-88052,,Harsh Cornering,19
V01043 N-88052,,Overspeed End,1
V01043 N-88052,,Overspeed Start,1
V01043 N-88052,,Harsh Acceleration,11
V01043 N-88052,,Idle End,2
V01043 N-88052,,Idle Start,3
V01043 N-88052,,Power Up,3
V01043 N-88052,Count: 14,,Sum: 1573
V01044 N-86726,,,
V01044 N-86726,,Tag Out,74
V01044 N-86726,,Journey Summary,74
V01044 N-86726,,Ignition Off,75
V01044 N-86726,,Journey Periodic,2745
V01044 N-86726,,Ignition On,75
V01044 N-86726,,Tag In,74
V01044 N-86726,,Heartbeat,15
V01044 N-86726,,Harsh Acceleration,22
V01044 N-86726,,Idle End,1
V01044 N-86726,,Idle Start,2
V01044 N-86726,,Harsh Cornering,27
V01044 N-86726,,Overspeed End,9
V01044 N-86726,,Overspeed Start,9
V01044 N-86726,,Harsh RPM,1
V01044 N-86726,,Power Up,1
V01044 N-86726,Count: 15,,Sum: 3204
V01045 K-11035,,,
V01045 K-11035,,Tag Out,24
V01045 K-11035,,Journey Summary,24
V01045 K-11035,,Ignition Off,24
V01045 K-11035,,Journey Periodic,385
V01045 K-11035,,Harsh Acceleration,7
V01045 K-11035,,Ignition On,24
V01045 K-11035,,Tag In,24
V01045 K-11035,,Harsh Cornering,4
V01045 K-11035,,Geofence Exit,5
V01045 K-11035,,Geofence Entry,4
V01045 K-11035,,Power Up,3
V01045 K-11035,,Heartbeat,12
V01045 K-11035,,External Power Restore,1
V01045 K-11035,,External Power Loss,1
V01045 K-11035,,Idle Start,1
V01045 K-11035,,Harsh RPM,1
V01045 K-11035,Count: 16,,Sum: 544
V01048 G-93008,,,
V01048 G-93008,,Power Up,3
V01048 G-93008,,Tag Out,15
V01048 G-93008,,Tag In,20
V01048 G-93008,,External Power Restore,2
V01048 G-93008,,Heartbeat,7
V01048 G-93008,,Command Response,2
V01048 G-93008,,External Power Loss,2
V01048 G-93008,Count: 7,,Sum: 51
V01051 N-68983,,,
V01051 N-68983,,Journey Periodic,335
V01051 N-68983,,Idle Start,12
V01051 N-68983,,Idle End,11
V01051 N-68983,,Ignition On,22
V01051 N-68983,,Ignition Off,22
V01051 N-68983,,Heartbeat,15
V01051 N-68983,,Tag Out,12
V01051 N-68983,,Tag In,11
V01051 N-68983,,Command Response,1
V01051 N-68983,Count: 9,,Sum: 441
V01052 I-49480,,,
V01052 I-49480,,Journey Periodic,755
V01052 I-49480,,Ignition On,37
V01052 I-49480,,Tag In,37
V01052 I-49480,,Tag Out,36
V01052 I-49480,,Journey Summary,36
V01052 I-49480,,Ignition Off,36
V01052 I-49480,,Harsh Cornering,26
V01052 I-49480,,Harsh Acceleration,18
V01052 I-49480,,Heartbeat,13
V01052 I-49480,,Power Up,3
V01052 I-49480,,Idle End,1
V01052 I-49480,,Idle Start,1
V01052 I-49480,Count: 12,,Sum: 999
V01053 I-47961,,,
V01053 I-47961,,External Power Loss,1
V01053 I-47961,,Tag Out,10
V01053 I-47961,,Journey Summary,12
V01053 I-47961,,Ignition Off,12
V01053 I-47961,,Journey Periodic,18
V01053 I-47961,,Ignition On,12
V01053 I-47961,,Tag In,10
V01053 I-47961,,Heartbeat,8
V01053 I-47961,,Harsh RPM,2
V01053 I-47961,,Power Up,4
V01053 I-47961,Count: 10,,Sum: 89
V01054 I-49569,,,
V01054 I-49569,,Tag Out,22
V01054 I-49569,,Journey Summary,22
V01054 I-49569,,Ignition Off,22
V01054 I-49569,,Journey Periodic,506
V01054 I-49569,,Harsh RPM,2
V01054 I-49569,,Harsh Cornering,14
V01054 I-49569,,Geofence Exit,12
V01054 I-49569,,Geofence Entry,12
V01054 I-49569,,Harsh Acceleration,14
V01054 I-49569,,Ignition On,23
V01054 I-49569,,Tag In,22
V01054 I-49569,,Heartbeat,13
V01054 I-49569,,Power Up,2
V01054 I-49569,,Harsh Deceleration,1
V01054 I-49569,,External Power Restore,1
V01054 I-49569,,External Power Loss,1
V01054 I-49569,Count: 16,,Sum: 689
V01055 D-69345,,,
V01055 D-69345,,Tag Out,32
V01055 D-69345,,Journey Summary,33
V01055 D-69345,,Ignition Off,33
V01055 D-69345,,Journey Periodic,986
V01055 D-69345,,Ignition On,33
V01055 D-69345,,Tag In,32
